,title,date,Incident,Type,Location,Weather,Tagged,Incident_Type,Incident_Cause,url,main_text,rescue_info,start_time,end_time,hrs,staff,location,total_hrs,Other Agencies,Diagnosis,year,month,year_month
719,Scafell Pike – Sat 12th Jun 2021,2021-06-12,25 in 2021,Alert — Overdue,Scafell Pike,['Hot'],,Alert,Overdue,https://www.wmrt.org.uk/incidents/scafell-pike-sat-12th-jun-2021/,"We were alerted by Cumbria police about a man who had failed to return from his walk on Scafell Pike, having split up from the rest of his party. While the Team Leader was gathering information, the man turned up safe and well at the car park. ", Incident started at 18:56 and ended at 19:14 making 0.3 hrs in total.  Incident occured at NY186085.,18:56,19:14,0.3,,NY186085,,,,2021,6,2021-06-01
720,"Beck Head, Great Gable – Sun 6th Jun 2021",2021-06-06,24 in 2021,Full Callout — Injured & Medical,"Beck Head, Great Gable","['Hot', 'Sunny']",,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/beck-head-great-gable-sun-6th-jun-2021/,"We were alerted by Cumbria police about a lady who had injured her ankle on the descent from Great Gable. The team were mobilised and together with assistance from Duddon and Furness Mountain Rescue Team, the lady was treated and stretchered off the hill, to be met by a land ambulance in the valley bottom.
The team would like to wish the lady a speedy recovery.
Our thanks to Duddon and Furness team on what was a difficult carry on bad ground, and in hot and sticky conditions.



























 ", Incident started at 14:31 and ended at 20:43 making 6.2 hrs in total. There were 15 Wasdale team members involved and the incident occured at NY2071 1048. Total rescuer hours: 93,14:31,20:43,6.2,15,NY2071 1048,93.0,['Duddon & Furness MRT'],Ankle Injury,2021,6,2021-06-01
721,Egremont – Sat 5th Jun 2021,2021-06-05,23 in 2021,Full Callout — Other,Egremont,['Sunny'],,Full Callout,Other,https://www.wmrt.org.uk/incidents/sat-5th-jun-2021/,"North West Ambulance service contacted the team to help with the recovery of a young man who had sadly passed away in the Egremont area.
Our thoughts are with the family and friends of the young man. ", Incident started at 11:36 and ended at 16:55 making 5.3 hrs in total. There were 13 Wasdale team members involved. Total rescuer hours: 69,11:36,16:55,5.3,13,,69.0,,,2021,6,2021-06-01
722,Wastwater – Wed 2nd Jun 2021,2021-06-02,22 in 2021,Full Callout — Other,Wast Water,"['Hot', 'Sunny']",['Boat'],Full Callout,Other,https://www.wmrt.org.uk/incidents/wastwater-wed-2nd-jun-2021/,"Cumbria police alerted the team of 2x people on Wastwater who had fallen off their canoe into the water. They were shouting for help, this was reported to the police by a walker descending Scafell Pike.
As the team were gathering at base to get the rescue boat deployed the team leader was notified by the police that the people were safely out of the water. The team were stood down. ", Incident started at 15:16 and ended at 15:55 making 0.7 hrs in total. There were 18 Wasdale team members involved. Total rescuer hours: 13,15:16,15:55,0.7,18,,13.0,,,2021,6,2021-06-01
723,Great Gable – Tue 1st Jun 2021,2021-06-01,21 in 2021,Full Callout — Injured & Medical,Great Gable,,,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/great-gable-tue-1st-jun-2021/,"Just before 11pm we received a message from Cumbria Police about a gentleman reported to have hurt his ankle and having difficulty getting down from Great Gable.  He was with his 14 year old son, his wife having gone ahead to raise the call for help.
A full team call out was initiated, however as team members were mobilising we received an update to let us know that the gentleman had made it safely down.  The team were then stood down.  ", Incident started at 10:59 and ended at 00:14 making 13.3 hrs in total. There were 10 Wasdale team members involved. Total rescuer hours: 133,10:59,00:14,13.3,10,,133.0,,Ankle Injury,2021,6,2021-06-01
724,Upper Eskdale – Tue 25th May 2021,2021-05-25,20 in 2021,Limited Callout — Lost,Upper Eskdale,['Clear'],,Limited Callout,Lost,https://www.wmrt.org.uk/incidents/upper-eskdale-tue-25th-may-2021/,"We were contacted by Langdale Ambleside Mountain Rescue Team (LAMRT) team leader to assist them locating 2 lost people in Upper Eskdale.
A small team were deployed in Eskdale to meet with Langdale team members at the last known location. The Langdale team arrived first and escorted the people back to their valley. Wasdale were stood down when close to the location.






 ", Incident started at 19:40 and ended at 02:13 making 6.6 hrs in total. There were 6 Wasdale team members involved and the incident occured at NY230076. Total rescuer hours: 40,19:40,02:13,6.6,6,NY230076,40.0,['Langdale Ambleside MRT'],,2021,5,2021-05-01
725,"Overbeck, Wasdale – Wed 19th May 2021",2021-05-19,19 in 2021,Full Callout — Injured & Medical,"Overbeck, Wasdale",['Fine'],,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/overbeck-wasdale-wed-19th-may-2021/,"The team were called out to a male who was reported by another walker to be sitting on the path on the slopes of Yewbarrow. It was reported the gentleman could not walk as he was exhausted and both ankles were sore.
16 Wasdale team members were deployed along with 8 of our colleagues from Duddon MRT.
The medics stabilised the casualty who was then carried by stretcher to Overbeck car park where an ambulance took him to hospital for further medical care. We hope the gentleman makes a speedy recovery.
Thanks to our friends from Duddon and Furness Mountain Rescue Team for their continued help and assistance.















 ", Incident started at 15:27 and ended at 21:11 making 5.7 hrs in total. There were 16 Wasdale team members involved and the incident occured at NY 169086. Total rescuer hours: 91,15:27,21:11,5.7,16,NY 169086,91.0,['Duddon & Furness MRT'],Leg Injury,2021,5,2021-05-01
726,"Piers Gill, Scafell Pike – Sun 16th May 2021",2021-05-16,18 in 2021,Alert — Lost,"Piers Gill, Scafell Pike","['Hill Fog', 'Low Cloud', 'Rain']",,Alert,Lost,https://www.wmrt.org.uk/incidents/piers-gill-scafell-pike-sun-16th-may-2021/,"Cumbria police alerted the team leader of a group of four people attempting the three peaks challenge, they had become lost when descending Scafell Pike.
An initial phone find located the group by Piers Gill, a notorious accident black spot. After numerous telephone conversations with the group and 12x subsequent phone find location indicators the lost people were guided safely off the mountain without having to call out the rest of the team.
A great example of technology working in our favour.






 ", Incident started at 03:46 and ended at 05:30 making 1.7 hrs in total.  Incident occured at NY21210800.,03:46,05:30,1.7,,NY21210800,,,,2021,5,2021-05-01
727,"Mickledore, Scafell Pike – Sat 8th May 2021",2021-05-08,17 in 2021,Full Callout — Injured & Medical,"Mickledore, Scafell Pike","['Low Cloud', 'Rain']",,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/thu-1st-jan-1970-4/,"We were alerted by Cumbria police who had received an alert from a PLB (Personal Locator Beacon). The location seemed to be near Mickledore but initially there was little more information on the nature of the incident. It was not possible to talk to the informant. Subsequent text messages suggested that the casualty was uninjured but may have been severely hypothermic.
A full team callout was initiated. The casualty was on Mickledore, and was being well looked after by some passers by. After more food and rewarming, the casualty was able to walk off with assistance.
Our thanks to the RAF mountain rescue team who were on their way to help, but were stood down as the casualty was able to walk.









 ", Incident started at 13:22 and ended at 18:58 making 5.6 hrs in total. There were 17 Wasdale team members involved and the incident occured at NY210069. Total rescuer hours: 95,13:22,18:58,5.6,17,NY210069,95.0,['RAF Leeming MRT'],,2021,5,2021-05-01
728,Wastwater Screes – Wed 5th May 2021,2021-05-05,16 in 2021,Full Callout — Injured & Medical,Wast Water Screes,['Fine'],"['Boat', 'Screes']",Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/wastwater-screes-wed-5th-may-2021/,"The team leader was alerted by Cumbria police of a lady with a reported broken leg/ankle on the lakeside screes footpath by Wastwater.
A spotter was sent to the roadside to try and pin point the location with binoculars and the team boat was launched to find the casualty. Once the team medics were on scene there were concerns about other serious injuries so the air ambulance was called for.
The casualty was stabilised, given pain relief, packaged onto a stretcher and moved by boat to the other side of the lake where the air ambulance took the lady to hospital.
We wish the lady a speedy recovery. ", Incident started at 11:55 and ended at 16:36 making 4.7 hrs in total. There were 22 Wasdale team members involved and the incident occured at NY1583505172. Total rescuer hours: 103,11:55,16:36,4.7,22,NY1583505172,103.0,['Great North Air Ambulance'],Leg Injury,2021,5,2021-05-01
729,Scafell Pike – Thu 29th Apr 2021,2021-04-29,15 in 2021,Alert — Overdue,Scafell Pike,"['Mild', 'Rain']",,Alert,Overdue,https://www.wmrt.org.uk/incidents/thu-29th-apr-2021/,The team received an alert for lost walkers on Scafell Pike. The Duty Team Leader made some calls and established that the walkers were indeed safe and well and off the hill. , Incident started at 18:00 and ended at 18:30 making 0.5 hrs in total. There was 1 Wasdale team member involved. Total rescuer hours: 0.5,18:00,18:30,0.5,1,,0.5,,,2021,4,2021-04-01
730,"Corridor Route, Scafell Pike – Sun 25th Apr 2021",2021-04-25,14 in 2021,Full Callout — Lost,"Corridor Route, Scafell Pike",['Fine'],,Full Callout,Lost,https://www.wmrt.org.uk/incidents/corridor-route-scafell-pike-sun-25th-apr-2021/,"We were alerted by Cumbria police to say 2 walkers had become lost on their descent from Scafell Pike and light was fading.
Phonefind put them at the Corridor Route/Greta Gill junction, a group of team members who had originally been on their way to the previous incident on Great Gable, went to this location and escorted them back to Wasdale, where they took a taxi back to Seathwaite. ", Incident started at 20:36 and ended at 02:20 making 5.7 hrs in total. There were 15 Wasdale team members involved and the incident occured at NY21690818. Total rescuer hours: 86,20:36,02:20,5.7,15,NY21690818,86.0,,,2021,4,2021-04-01
731,"Napes, Great Gable – Sun 25th Apr 2021",2021-04-25,13 in 2021,Full Callout — Cragfast,"Napes, Great Gable",['Fine'],,Full Callout,Cragfast,https://www.wmrt.org.uk/incidents/napes-great-gable-sun-25th-apr-2021/,"We were alerted by Cumbria police to say 2 walkers had become stuck on their descent from Great Gable.
Because of the location, a full team callout was initiated as roped access and egress may have been necessary. While the team were en route, a message was received to say that a walker, who fortuitously had the summer Mountain Leader qualification, had come across them and was prepared to stay with them for a while.
Later another message was received to say they would move across the scree slope they were on to a footpath which meant that the rescue was straightforward, necessitating only a (steep) walk back down to the valley.















 ", Incident started at 19:21 and ended at 00:16 making 4.9 hrs in total. There were 15 Wasdale team members involved and the incident occured at NY20951006. Total rescuer hours: 74,19:21,00:16,4.9,15,NY20951006,74.0,,,2021,4,2021-04-01
732,Kirkfell – Sat 24th Apr 2021,2021-04-24,12 in 2021,Limited Callout — Other,Kirkfell,['Fine'],['Dog Rescue'],Limited Callout,Other,https://www.wmrt.org.uk/incidents/kirkfell-sat-24th-apr-2021/,"We were alerted by Cumbria police following reports of a dog barking and whining for some time.
We decided to investigate because, as well as a dog possibly in distress, there may have been someone injured nearby.
A few team members attended and met a member of the public who had located and retrieved the dog, which had apparently been missing for a couple of days. There was no sign of anyone injured thankfully. ", Incident started at 18:40 and ended at 20:08 making 1.5 hrs in total. There were 4 Wasdale team members involved and the incident occured at NY198098. Total rescuer hours: 6,18:40,20:08,1.5,4,NY198098,6.0,,,2021,4,2021-04-01
